Date,Filename,Title,Download Url,CVE,MITRE,YARA
2017-06-13,TA17-164A,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.06.13.HIDDEN_COBRA/TA17-164A.pdf,"['CVE-2015-6585', 'CVE-2016-0034', 'CVE-2016-4117', 'CVE-2015-8651', 'CVE-2016-1019']",[],[]
2017-06-14,KASPERAGENT,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.06.14.KASPERAGENT/KASPERAGENT.pdf,[],[],[]
2017-06-18,RECON-MTL-2017-evolution_of_pirpi,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.06.18.APT3_Uncovered_The_code_evolution_of_Pirpi/RECON-MTL-2017-evolution_of_pirpi.pdf,"['CVE-2014-6332', 'CVE-2015-5119', 'CVE-2015-3113', 'CVE-2014-1776', 'CVE-2014-4113', 'CVE-2010-3962']",['S0063:N/A'],[]
2017-06-19,PoS Malware ShellTea PoSlurp_0,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.06.19.SHELLTEA_POSLURP_MALWARE/PoS%20Malware%20ShellTea%20PoSlurp_0.pdf,[],[],[]
2017-06-22,following-trail-blacktech-cyber-espionage-campaigns,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.06.22.following-trail-blacktech-cyber-espionage-campaigns/following-trail-blacktech-cyber-espionage-campaigns.pdf,"['CVE-2017-7269', 'CVE-2015-5119', 'CVE-2017-5638', 'CVE-2014-6352', 'CVE-2012-0158', 'CVE-2017-0199']",[],[]
2017-06-30,From BlackEnergy to ExPetr - Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.06.30.From_BlackEnergy_to_ExPetr/From%20BlackEnergy%20to%20ExPetr%20-%20Securelist.pdf,[],[],"['rule blackenergy_and_petya_similarities { \n \xa0 \n strings:  \n  \n//shutdown.exe /r /f \n  \n$bytes00 = { 73 00 68 00 75 00 74 00 64 00 6f 00 77 00 6e 0\n \xa0 \n  \n//ComSpec \n  \n$bytes01 = { 43 00 6f 00 6d 00 53 00 70 00 65 00 63 00 } \n \xa0 \n  \n//InitiateSystemShutdown \n  \n$bytes02 = { 49 6e 69 74 69 61 74 65 53 79 73 74 65 6d 53 6\n \xa0 \n  \n//68A4430110\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 push\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 0100143A4 ;’n\n  \n//FF151CD10010\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 call\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 GetModuleHand\n  \n//3BC7\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 cmp\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0eax,edi \n  \n//7420\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 jz\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0… \n  \n$bytes03 = { 68 ?? ?? ?1 ?0 ff 15 ?? ?? ?? ?0 3b c7 74 ?? }\n \xa0 \n  \n// “/c” \n  \n$bytes04 = { 2f 00 63 00 } \n \xa0 \n \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0//wcscmp(… \n  \n$hex_string = { b9 ?? ?? ?1 ?0 8d 44 24 ?c 66 8b 10 66 3b 1\n \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa085 d2 74 15 66 8b 50 02 66 3b 51 02 75 0\n \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0de 33 c0 eb 05 1b c0 83 d8 ff 85 c0 0f 8\n \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa044 24 ?c 66 8b 10 66 3b 11 75 1e 66 85 d\n \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa075 0f 83 c0 04 83 c1 04 66 85 d2 75 de 3\n \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa00f 84 ?? 0? 00 00 } \n \xa0 \n condition: \n \xa0 \n  \n((uint16(0) == 0x5A4D)) and (filesize < 5000000) and  \n  \n(all of them) \n }']"
2017-07-06,operation-desert-eagle.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.07.06.Operation_Desert_Eagle/operation-desert-eagle.html.pdf,[],[],[]
2017-07-11,winnti-evolution-going-open-source.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.07.11.winnti-evolution-going-open-source/winnti-evolution-going-open-source.html.pdf,[],[],[]
2017-07-18,blog Inexsmar,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.07.18.Inexsmar/blog%20Inexsmar.pdf,[],[],[]
2017-07-18,Bitdefender-Whitepaper-Inexsmar-A4-en-EN,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.07.18.Inexsmar/Bitdefender-Whitepaper-Inexsmar-A4-en-EN.pdf,[],[],[]
2017-08-15,Notepad_and_Chthonic,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.08.15.Notepad_and_Chthonic/Notepad_and_Chthonic.pdf,[],[],[]
2017-08-30,eset-gazer,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.08.30.Gazing_at_Gazer/eset-gazer.pdf,[],[],"['rule Gazer_certificate_subject {\n  condition:\n    for any i in (0..pe.number_of_signatures - 1):\n       (pe.signatures[i].subject contains “Solid Loop” or \npe.signatures[i].subject contains “Ultimate Computer Support”)\n}', 'rule Gazer_logfile_name\n{\n    strings:\n     $s1 = “CVRG72B5.tmp.cvr”\n     $s2 = “CVRG1A6B.tmp.cvr”\n     $s3 = “CVRG38D9.tmp.cvr”\n    condition:\n    (uint16(0) == 0x5a4d) and 1 of them\n}', 'rule Gazer_certificate\n{\n  strings:\n    $certif1 = {52 76 a4 53 cd 70 9c 18 da 65 15 7e 5f 1f de 02}\n    $certif2 = {12 90 f2 41 d9 b2 80 af 77 fc da 12 c6 b4 96 9c}\n  condition:\n    (uint16(0) == 0x5a4d) and 1 of them and filesize < 2MB\n}']"
2017-09-06,blog Dragonfly 2,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.09.06.intelligence-games-in-the-power-grid-2016/blog%20Dragonfly%202.pdf,[],[],[]
2017-09-18,CCleanup,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.09.18.CCleanup/CCleanup.pdf,[],[],[]
2017-09-18,An (un)documented Word feature abused by attackers _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.09.18.Windows_branch_of_the_Cloud_Atlas/An%20%28un%29documented%20Word%20feature%20abused%20by%20attackers%20_%20Securelist.pdf,[],[],[]
2017-10-12,bronze-butler-targets-japanese-businesses,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.12.BRONZE_BUTLER/bronze-butler-targets-japanese-businesses.pdf,['CVE-2016-7836'],[],[]
2017-10-16,Leviathan_Espionage_actor,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.16.Leviathan/Leviathan_Espionage_actor.pdf,"['CVE‑2017‑0199', 'CVE‑2017‑8759']",[],[]
2017-10-16,BAESytems_Taiwan-Heist-Lazarus-Tools-Ransomware(10-16-2017),,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.16.Taiwan-Heist/BAESytems_Taiwan-Heist-Lazarus-Tools-Ransomware%2810-16-2017%29.pdf,[],[],"['rule Hermes2_1 {\n   meta:\n      date = ""2017/10/11""\n      author = ""BAE""\n      hash = ""b27881f59c8d8cc529fa80a58709db36""\n   strings:\n      $magic = { 4D 5A }\n      //in both version 2.1 and sample in Feb\n      $s1 = ""SYSTEM\\\\CurrentControlSet\\\\Control\\\\Nls\\\\Language\\\\""\n      $s2 = ""0419""\n      $s3 = ""0422""\n      $s4 = ""0423""\n      //in version 2.1 only\n      $S1 = ""HERMES""\n      $S2 = ""vssadminn""\n      $S3 = ""finish work""\n      $S4 = ""testlib.dll""\n      $S5 = ""shadowstorageiet""\n      //maybe unique in the file\n      $u1 = ""ALKnvfoi4tbmiom3t40iomfr0i3t4jmvri3tb4mvi3btv3rgt4t777""\n      $u2 = ""HERMES 2.1 TEST BUILD, press ok""\n      $u3 = ""hnKwtMcOadHwnXutKHqPvpgfysFXfAFTcaDHNdCnktA"" //RSA Key part\n   condition:\n      $magic at 0 and all of ($s*) and 3 of ($S*) and 1 of ($u*)\n}']"
2017-10-27,"bellingcat - Bahamut Revisited, More Cyber Espionage in the Middle East and South Asia - bellingcat",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.27.bahamut-revisited/bellingcat%20-%20Bahamut%20Revisited%2C%20More%20Cyber%20Espionage%20in%20the%20Middle%20East%20and%20South%20Asia%20-%20bellingcat.pdf,[],[],[]
2017-10-30,Gaza Cybergang - updated activity in 2017_ - Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.30.Gaza_Cybergang/Gaza%20Cybergang%20-%20updated%20activity%20in%202017_%20-%20Securelist.pdf,"['CVE-2017-0199', 'CVE\n2017-0199', 'CVE 2017-0199']",[],[]
2017-10-31,Night_of_the_Devil,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.31.MBR-ONI.Japan/Night_of_the_Devil.pdf,[],[],[]
2017-11-06,oceanlotus-blossoms,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.11.06.oceanlotus-blossoms/oceanlotus-blossoms.pdf,[],[],[]
2017-11-10,unit42-new-malware-with-ties-to-sunorcal-discovered,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.11.10.New_Malware_with_Ties_to_SunOrcal_Discovered/unit42-new-malware-with-ties-to-sunorcal-discovered.pdf,[],[],[]
2017-11-22,muddywater-apt-targeting-middle-east,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.11.22.MuddyWater_APT/muddywater-apt-targeting-middle-east.pdf,[],[],[]
2017-12-04,blog_anatomy-of-an-attack-carbanak,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.12.04.The_Shadows_of_Ghosts/blog_anatomy-of-an-attack-carbanak.pdf,['CVE-2017-5638'],[],[]
2017-12-14,attackers-deploy-new-ics-attack-framework-triton.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.12.14.attackers-deploy-new-ics-attack-framework-triton/attackers-deploy-new-ics-attack-framework-triton.html.pdf,[],[],"['rule TRITON_ICS_FRAMEWORK\n{\n      meta:\n          author = ""nicholas.carr @itsreallynick""\n          md5 = ""0face841f7b2953e7c29c064d6886523""\n          description = ""TRITON framework recovered during Mandiant ICS incident response""\n      strings:\n          $python_compiled = "".pyc"" nocase ascii wide\n          $python_module_01 = ""__module__"" nocase ascii wide\n          $python_module_02 = ""<module>"" nocase ascii wide\n          $python_script_01 = ""import Ts"" nocase ascii wide\n          $python_script_02 = ""def ts_"" nocase ascii wide  \n          $py_cnames_01 = ""TS_cnames.py"" nocase ascii wide\n          $py_cnames_02 = ""TRICON"" nocase ascii wide\n          $py_cnames_03 = ""TriStation "" nocase ascii wide\n          $py_cnames_04 = "" chassis "" nocase ascii wide  \n          $py_tslibs_01 = ""GetCpStatus"" nocase ascii wide\n          $py_tslibs_02 = ""ts_"" ascii wide\n          $py_tslibs_03 = "" sequence"" nocase ascii wide\n          $py_tslibs_04 = /import Ts(Hi|Low|Base)[^:alpha:]/ nocase ascii wide\n          $py_tslibs_05 = /module\\s?version/ nocase ascii wide\n          $py_tslibs_06 = ""bad "" nocase ascii wide\n          $py_tslibs_07 = ""prog_cnt"" nocase ascii wide  \n          $py_tsbase_01 = ""TsBase.py"" nocase ascii wide\n          $py_tsbase_02 = "".TsBase("" nocase ascii wide \n         \n          $py_tshi_01 = ""TsHi.py"" nocase ascii wide\n          $py_tshi_02 = ""keystate"" nocase ascii wide\n          $py_tshi_03 = ""GetProjectInfo"" nocase ascii wide\n          $py_tshi_04 = ""GetProgramTable"" nocase ascii wide\n          $py_tshi_05 = ""SafeAppendProgramMod"" nocase ascii wide\n          $py_tshi_06 = "".TsHi("" ascii nocase wide  \n          $py_tslow_01 = ""TsLow.py"" nocase ascii wide\n          $py_tslow_02 = ""print_last_error"" ascii nocase wide\n          $py_tslow_03 = "".TsLow("" ascii nocase wide\n          $py_tslow_04 = ""tcm_"" ascii wide\n          $py_tslow_05 = "" TCM found"" nocase ascii wide  \n          $py_crc_01 = ""crc.pyc"" nocase ascii wide\n          $py_crc_02 = ""CRC16_MODBUS"" ascii wide\n          $py_crc_03 = ""Kotov Alaxander"" nocase ascii wide\n          $py_crc_04 = ""CRC_CCITT_XMODEM"" ascii wide\n          $py_crc_05 = ""crc16ret"" ascii wide\n          $py_crc_06 = ""CRC16_CCITT_x1D0F"" ascii wide\n          $py_crc_07 = /CRC16_CCITT[^_]/ ascii wide  \n          $py_sh_01 = ""sh.pyc"" nocase ascii wide  \n          $py_keyword_01 = "" FAILURE"" ascii wide\n          $py_keyword_02 = ""symbol table"" nocase ascii wide  \n          $py_TRIDENT_01 = ""inject.bin"" ascii nocase wide\n          $py_TRIDENT_02 = ""imain.bin"" ascii nocase wide  \n      condition:\n          2 of ($python_*) and 7 of ($py_*) and filesize < 3MB\n}']"
2017-12-17,Operation_Dragonfly_Analysis,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.12.17.operation-dragonfly-analysis-suggests-links-to-earlier-attacks/Operation_Dragonfly_Analysis.pdf,[],[],[]
2018-01-06,Malicious Document Targets Pyeongchang Olympics _ McAfee Blogs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.06.malicious-document-targets-pyeongchang-olympics/Malicious%20Document%20Targets%20Pyeongchang%20Olympics%20_%20McAfee%20Blogs.pdf,[],[],[]
2018-01-16,Skygofree_appendix_eng,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.16.skygofree/Skygofree_appendix_eng.pdf,[],['S0024:N/A'],[]
2018-01-16,APT3_Adversary_Emulation_Plan,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.09.XX.APT3_Adversary_Emulation_Plan/APT3_Adversary_Emulation_Plan.pdf,"['CVE-2014-1776', 'CVE-2014-6332', 'CVE-2014-4113', 'CVE-2015-3113']","['T1056:Input Capture', 'T1035:Service Execution', 'T1066:Indicator Removal from Tools', 'T1136:Create Account', 'T1027:Obfuscated Files or Information', 'T1078:Valid Accounts', 'T1049:System Network Connections Discovery', 'T1031:Modify Existing Service', 'T1108:Redundant Access', 'T1064:Scripting', 'T1077:Windows Admin Shares', 'T1059:Command-Line Interface', 'T1003:Credential Dumping', 'T1112:Modify Registry', 'T1105:Remote File Copy', 'T1012:Query Registry', 'T1005:Data from Local System', 'T1069:Permission Groups Discovery', 'T1057:Process Discovery', 'T1083:File and Directory Discovery', 'T1135:Network Share Discovery', 'T1110:Brute Force', 'T1113:Screen Capture', 'T1087:Account Discovery', 'T1107:File Deletion', 'T1018:Remote System Discovery', 'T1076:Remote Desktop Protocol', 'T1082:System Information Discovery', 'T1045:Software Packing', 'T1021:Remote Services', 'T1060:Registry Run Keys / Startup Folder', 'T1073:DLL Side-Loading', 'T1041:Exfiltration Over Command and Control Channel', 'T1074:Data Staged', 'T1053:Scheduled Task', 'T1050:New Service', 'T1016:System Network Configuration Discovery', 'T1043:Commonly Used Port', 'T1085:Rundll32', 'T1081:Credentials in Files', 'T1015:Accessibility Features', 'T1002:Data Compressed']",[]
2018-01-16,korea-in-crosshairs.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.16.korea-in-crosshairs/korea-in-crosshairs.html.pdf,"['CVE-2017-0199', 'CVE-2013-0808']",[],[]
2018-01-16,Skygofree_ Following in the footsteps of HackingTeam - Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.16.skygofree/Skygofree_%20Following%20in%20the%20footsteps%20of%20HackingTeam%20-%20Securelist.pdf,"['CVE-2015-3636', 'CVE-2014-3153', 'CVE-2013-2094', 'CVE-2013-6282', 'CVE-2013-2595']",[],[]
2018-01-18,Turla Neuron Malware Update,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.18.Turla_group_update_Neuron_malware/Turla%20Neuron%20Malware%20Update.pdf,[],[],"['rule neuron2_dotnet_strings { \n  meta: \n    description = ""Rule for detection of the .NET payload for Neuron2 based on strings \nused"" \n    author = ""NCSC"" \n    hash = ""83d8922e7a8212f1a2a9015973e668d7999b90e7000c31f57be83803747df015"" \n  strings: \n    $dotnetMagic = ""BSJB"" ascii \n    $s1 = ""http://*:80/W3SVC/"" wide \n    $s2 = ""https://*:443/W3SVC/"" wide \n    $s3 = ""neuron2.exe"" ascii \n    $s4 = ""D:\\\\Develop\\\\sps\\\\neuron2\\\\neuron2\\\\obj\\\\Release\\\\neuron2.pdb"" ascii \n  condition: \n    (uint16(0) == 0x5A4D and uint16(uint32(0x3c)) == 0x4550) and $dotnetMagic and 2 of \n($s*) \n}', 'rule neuron2_loader_strings { \n  meta: \n    description = ""Rule for detection of Neuron2 based on strings within the loader"" \n    author = ""NCSC"" \n    hash = ""51616b207fde2ff1360a1364ff58270e0d46cf87a4c0c21b374a834dd9676927"" \n  strings: \n    $ = ""dcom_api"" ascii \n    $ = ""http://*:80/OWA/OAB/"" ascii \n    $ = ""https://*:443/OWA/OAB/"" ascii \n    $ = ""dcomnetsrv.cpp"" wide \n    $ = ""dcomnet.dll"" ascii \n    $ = ""D:\\\\Develop\\\\sps\\\\neuron2\\\\x64\\\\Release\\\\dcomnet.pdb"" ascii \n  condition: \n    (uint16(0) == 0x5A4D and uint16(uint32(0x3c)) == 0x4550) and 2 of them \n}', 'rule neuron2_decryption_routine { \n  meta: \n    description = ""Rule for detection of Neuron2 based on the routine used to decrypt the \npayload"" \n    author = ""NCSC"" \n    hash = ""51616b207fde2ff1360a1364ff58270e0d46cf87a4c0c21b374a834dd9676927"" \n  strings: \n    $ = {81 FA FF 00 00 00 0F B6 C2 0F 46 C2 0F B6 0C 04 48 03 CF 0F B6 D1 8A 0C 14 8D 50 \n01 43 32 0C 13 41 88 0A 49 FF C2 49 83 E9 01} \n  condition: \n    (uint16(0) == 0x5A4D and uint16(uint32(0x3c)) == 0x4550) and all of them \n}']"
2018-01-24,Lazarus_Campaign_Targeting_Cryptocurrencies,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.24.lazarus-campaign-targeting-cryptocurrencies/Lazarus_Campaign_Targeting_Cryptocurrencies.pdf,['CVE-2017-9791'],[],[]
2018-01-26,unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.26.TopHat_Campaign/unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services.pdf,['CVE-2017-0199'],[],[]
2018-02-07,Targeted-attacks,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.02.07.targeted-attacks-in-middle-east_VBS_CAMPAIGN/Targeted-attacks.pdf,[],[],[]
2018-02-28,Chafer_ Latest Attacks Reveal Heightened Ambitions _ Symantec Blogs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.02.28.Chafer_Latest_Attacks_Reveal/Chafer_%20Latest%20Attacks%20Reveal%20Heightened%20Ambitions%20_%20Symantec%20Blogs.pdf,[],[],[]
2018-03-01,Territorial Dispute - NSA's perspective on APT landscape,,https://www.crysys.hu/publications/files/tedi/ukatemicrysys_territorialdispute.pdf,[],[],[]
2018-03-07,patchwork-continues-deliver-badnews,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.07.patchwork-continues-deliver-badnews-indian-subcontinent/patchwork-continues-deliver-badnews.pdf,"['CVE-2017-0261', 'CVE-2015-2545']",[],[]
2018-03-08,olympicdestroyer,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.08.olympicdestroyer-is-here-to-trick-the-industry/olympicdestroyer.pdf,[],[],[]
2018-03-08,hidden-cobra-targets-turkish-financial-sector-new-bankshot-implant,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.08.hidden-cobra-targets-turkish-financial/hidden-cobra-targets-turkish-financial-sector-new-bankshot-implant.pdf,"['CVE-2018-4878', 'CVE2018-4878']",[],[]
2018-03-09,BAD TRAFFIC_ Sandvine's PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.09.Sandvine_PacketLogic_Devices_APT/BAD%20TRAFFIC_%20Sandvine%E2%80%99s%20PacketLogic%20Devices%20Used%20to%20Deploy%20Government%20Spyware%20in%20Turkey%20and%20Redirect%20Egyptian%20Users%20to%20Affiliate%20Ads_.pdf,[],[],[]
2018-03-09,masha-and-these-bears,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.09.masha-and-these-bears/masha-and-these-bears.pdf,[],[],[]
